"link","name","topic","difficulty","popularity","comment","status","solution","concept_covered","created_at","updated_at"
"https://leetcode.com/problems/binary-tree-inorder-traversal/","Binary Tree Inorder Traversal","BINARY TREE","EASY",4798610,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-level-order-traversal/","Binary Tree Level Order Traversal","BINARY TREE","MEDIUM",4864379,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-level-order-traversal-ii/","Binary Tree Level Order Traversal II","BINARY TREE","MEDIUM",1251954,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-longest-consecutive-sequence/","Binary Tree Longest Consecutive Sequence","BINARY TREE","MEDIUM",304513,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/","Binary Tree Longest Consecutive Sequence II","BINARY TREE","MEDIUM",126752,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-postorder-traversal/","Binary Tree Postorder Traversal","BINARY TREE","EASY",2620963,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-preorder-traversal/","Binary Tree Preorder Traversal","BINARY TREE","EASY",3351451,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-pruning/","Binary Tree Pruning","BINARY TREE","MEDIUM",402044,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-right-side-view/","Binary Tree Right Side View","BINARY TREE","MEDIUM",3294663,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-tilt/","Binary Tree Tilt","BINARY TREE","EASY",418319,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-upside-down/","Binary Tree Upside Down","BINARY TREE","MEDIUM",183463,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-vertical-order-traversal/","Binary Tree Vertical Order Traversal","BINARY TREE","MEDIUM",1036509,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/","Binary Tree Zigzag Level Order Traversal","BINARY TREE","MEDIUM",2894304,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/boundary-of-binary-tree/","Boundary of Binary Tree","BINARY TREE","MEDIUM",369680,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression/","Build Binary Expression Tree From Infix Expression","BINARY TREE","HARD",23821,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/change-the-root-of-a-binary-tree/","Change the Root of a Binary Tree","BINARY TREE","MEDIUM",8073,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/check-completeness-of-a-binary-tree/","Check Completeness of a Binary Tree","BINARY TREE","MEDIUM",553065,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/","Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree","BINARY TREE","MEDIUM",98112,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent/","Check If Two Expression Trees are Equivalent","BINARY TREE","MEDIUM",12274,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/clone-binary-tree-with-random-pointer/","Clone Binary Tree With Random Pointer","BINARY TREE","MEDIUM",47093,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/closest-leaf-in-a-binary-tree/","Closest Leaf in a Binary Tree","BINARY TREE","MEDIUM",118902,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/complete-binary-tree-inserter/","Complete Binary Tree Inserter","BINARY TREE","MEDIUM",104198,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/construct-binary-tree-from-string/","Construct Binary Tree from String","BINARY TREE","MEDIUM",217130,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/construct-string-from-binary-tree/","Construct String from Binary Tree","BINARY TREE","MEDIUM",507967,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/correct-a-binary-tree/","Correct a Binary Tree","BINARY TREE","MEDIUM",31759,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/count-good-nodes-in-binary-tree/","Count Good Nodes in Binary Tree","BINARY TREE","MEDIUM",1237409,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/","Count Nodes Equal to Average of Subtree","BINARY TREE","MEDIUM",233266,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/","Count Nodes Equal to Sum of Descendants","BINARY TREE","MEDIUM",20706,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/count-nodes-with-the-highest-score/","Count Nodes With the Highest Score","BINARY TREE","MEDIUM",81427,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/count-univalue-subtrees/","Count Univalue Subtrees","BINARY TREE","MEDIUM",298503,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/cousins-in-binary-tree/","Cousins in Binary Tree","BINARY TREE","EASY",601557,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/cousins-in-binary-tree-ii/","Cousins in Binary Tree II","BINARY TREE","MEDIUM",173374,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/create-binary-tree-from-descriptions/","Create Binary Tree From Descriptions","BINARY TREE","MEDIUM",320673,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/cycle-length-queries-in-a-tree/","Cycle Length Queries in a Tree","BINARY TREE","HARD",33563,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/deepest-leaves-sum/","Deepest Leaves Sum","BINARY TREE","MEDIUM",477770,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/delete-leaves-with-a-given-value/","Delete Leaves With a Given Value","BINARY TREE","MEDIUM",340581,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/delete-nodes-and-return-forest/","Delete Nodes And Return Forest","BINARY TREE","MEDIUM",551243,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function/","Design an Expression Tree With Evaluate Function","BINARY TREE","MEDIUM",36459,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/diameter-of-binary-tree/","Diameter of Binary Tree","BINARY TREE","EASY",3961527,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/distribute-coins-in-binary-tree/","Distribute Coins in Binary Tree","BINARY TREE","MEDIUM",297091,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/encode-n-ary-tree-to-binary-tree/","Encode N-ary Tree to Binary Tree","BINARY TREE","HARD",31359,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/equal-tree-partition/","Equal Tree Partition","BINARY TREE","MEDIUM",87473,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/evaluate-boolean-binary-tree/","Evaluate Boolean Binary Tree","BINARY TREE","EASY",278636,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/even-odd-tree/","Even Odd Tree","BINARY TREE","MEDIUM",295269,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/extract-kth-character-from-the-rope-tree/","Extract Kth Character From The Rope Tree","BINARY TREE","EASY",6961,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/","Find a Corresponding Node of a Binary Tree in a Clone of That Tree","BINARY TREE","EASY",313106,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-all-the-lonely-nodes/","Find All The Lonely Nodes","BINARY TREE","EASY",73614,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-bottom-left-tree-value/","Find Bottom Left Tree Value","BINARY TREE","MEDIUM",627809,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-distance-in-a-binary-tree/","Find Distance in a Binary Tree","BINARY TREE","MEDIUM",48510,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-duplicate-subtrees/","Find Duplicate Subtrees","BINARY TREE","MEDIUM",528019,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/","Find Elements in a Contaminated Binary Tree","BINARY TREE","MEDIUM",245085,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-largest-value-in-each-tree-row/","Find Largest Value in Each Tree Row","BINARY TREE","MEDIUM",800386,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-leaves-of-binary-tree/","Find Leaves of Binary Tree","BINARY TREE","MEDIUM",357048,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-nearest-right-node-in-binary-tree/","Find Nearest Right Node in Binary Tree","BINARY TREE","MEDIUM",33542,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum/","Find the Level of Tree with Minimum Sum","BINARY TREE","MEDIUM",4914,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/flatten-binary-tree-to-linked-list/","Flatten Binary Tree to Linked List","BINARY TREE","MEDIUM",2043119,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/","Flip Binary Tree To Match Preorder Traversal","BINARY TREE","MEDIUM",97021,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/flip-equivalent-binary-trees/","Flip Equivalent Binary Trees","BINARY TREE","MEDIUM",392618,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/","Height of Binary Tree After Subtree Removal Queries","BINARY TREE","HARD",193501,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/height-of-special-binary-tree/","Height of Special Binary Tree","BINARY TREE","MEDIUM",2040,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/","Insufficient Nodes in Root to Leaf Paths","BINARY TREE","MEDIUM",94911,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/invert-binary-tree/","Invert Binary Tree","BINARY TREE","EASY",3905847,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/is-array-a-preorder-of-some-binary-tree/","Is Array a Preorder of Some ‌Binary Tree","BINARY TREE","MEDIUM",3025,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/k-th-largest-perfect-subtree-size-in-binary-tree/","K-th Largest Perfect Subtree Size in Binary Tree","BINARY TREE","MEDIUM",49317,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/kth-largest-sum-in-a-binary-tree/","Kth Largest Sum in a Binary Tree","BINARY TREE","MEDIUM",316004,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/leaf-similar-trees/","Leaf-Similar Trees","BINARY TREE","EASY",994544,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/linked-list-in-binary-tree/","Linked List in Binary Tree","BINARY TREE","MEDIUM",407735,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/longest-univalue-path/","Longest Univalue Path","BINARY TREE","MEDIUM",523390,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/","Lowest Common Ancestor of a Binary Tree","BINARY TREE","MEDIUM",3876374,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/","Lowest Common Ancestor of a Binary Tree II","BINARY TREE","MEDIUM",175111,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii/","Lowest Common Ancestor of a Binary Tree III","BINARY TREE","MEDIUM",492787,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv/","Lowest Common Ancestor of a Binary Tree IV","BINARY TREE","MEDIUM",80524,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/","Lowest Common Ancestor of Deepest Leaves","BINARY TREE","MEDIUM",321612,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-average-subtree/","Maximum Average Subtree","BINARY TREE","MEDIUM",111090,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-binary-tree-ii/","Maximum Binary Tree II","BINARY TREE","MEDIUM",66047,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-depth-of-binary-tree/","Maximum Depth of Binary Tree","BINARY TREE","EASY",6327314,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/","Maximum Difference Between Node and Ancestor","BINARY TREE","MEDIUM",498635,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-distinct-path-sum-in-a-binary-tree/","Maximum Distinct Path Sum in a Binary Tree","BINARY TREE","MEDIUM",769,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/","Maximum Level Sum of a Binary Tree","BINARY TREE","MEDIUM",839100,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/","Maximum Product of Splitted Binary Tree","BINARY TREE","MEDIUM",470424,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/maximum-width-of-binary-tree/","Maximum Width of Binary Tree","BINARY TREE","MEDIUM",1369531,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/merge-two-binary-trees/","Merge Two Binary Trees","BINARY TREE","EASY",1151138,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/minimum-depth-of-binary-tree/","Minimum Depth of Binary Tree","BINARY TREE","EASY",3248548,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/","Minimum Number of Operations to Sort a Binary Tree by Level","BINARY TREE","MEDIUM",156834,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/most-frequent-subtree-sum/","Most Frequent Subtree Sum","BINARY TREE","MEDIUM",259705,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/number-of-good-leaf-nodes-pairs/","Number of Good Leaf Nodes Pairs","BINARY TREE","MEDIUM",227855,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/number-of-nodes-with-value-one/","Number of Nodes With Value One","BINARY TREE","MEDIUM",4540,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree/","Path In Zigzag Labelled Binary Tree","BINARY TREE","MEDIUM",71874,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/path-sum/","Path Sum","BINARY TREE","EASY",4017288,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/path-sum-iii/","Path Sum III","BINARY TREE","MEDIUM",1750550,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/path-sum-iv/","Path Sum IV","BINARY TREE","MEDIUM",66579,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/populating-next-right-pointers-in-each-node/","Populating Next Right Pointers in Each Node","BINARY TREE","MEDIUM",2024691,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/","Populating Next Right Pointers in Each Node II","BINARY TREE","MEDIUM",1493685,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/print-binary-tree/","Print Binary Tree","BINARY TREE","MEDIUM",132708,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/recover-a-tree-from-preorder-traversal/","Recover a Tree From Preorder Traversal","BINARY TREE","HARD",202290,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/reverse-odd-levels-of-binary-tree/","Reverse Odd Levels of Binary Tree","BINARY TREE","MEDIUM",222625,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/root-equals-sum-of-children/","Root Equals Sum of Children","BINARY TREE","EASY",427333,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/same-tree/","Same Tree","BINARY TREE","EASY",5281703,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/second-minimum-node-in-a-binary-tree/","Second Minimum Node In a Binary Tree","BINARY TREE","EASY",540065,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/serialize-and-deserialize-binary-tree/","Serialize and Deserialize Binary Tree","BINARY TREE","HARD",2031251,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/","Smallest Subtree with all the Deepest Nodes","BINARY TREE","MEDIUM",355058,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/","Step-By-Step Directions From a Binary Tree Node to Another","BINARY TREE","MEDIUM",429928,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/subtree-of-another-tree/","Subtree of Another Tree","BINARY TREE","EASY",2515585,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/sum-of-left-leaves/","Sum of Left Leaves","BINARY TREE","EASY",1301206,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent/","Sum of Nodes with Even-Valued Grandparent","BINARY TREE","MEDIUM",218597,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/","Sum of Root To Leaf Binary Numbers","BINARY TREE","EASY",478089,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/sum-root-to-leaf-numbers/","Sum Root to Leaf Numbers","BINARY TREE","MEDIUM",1871693,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/symmetric-tree/","Symmetric Tree","BINARY TREE","EASY",4835509,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/univalued-binary-tree/","Univalued Binary Tree","BINARY TREE","EASY",386011,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/validate-binary-tree-nodes/","Validate Binary Tree Nodes","BINARY TREE","MEDIUM",312570,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree/","Verify Preorder Serialization of a Binary Tree","BINARY TREE","MEDIUM",361326,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/","Vertical Order Traversal of a Binary Tree","BINARY TREE","HARD",1380015,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/zigzag-level-sum-of-binary-tree/","Zigzag Level Sum of Binary Tree","BINARY TREE","MEDIUM",657,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/add-binary/","Add Binary","BIT MANIPULATION","EASY",4145664,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/android-unlock-patterns/","Android Unlock Patterns","BIT MANIPULATION","MEDIUM",157191,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/apply-bitwise-operations-to-make-strings-equal/","Apply Bitwise Operations to Make Strings Equal","BIT MANIPULATION","MEDIUM",54365,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/","Apply Operations on Array to Maximize Sum of Squares","BIT MANIPULATION","HARD",19673,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/beautiful-arrangement/","Beautiful Arrangement","BIT MANIPULATION","MEDIUM",342181,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-gap/","Binary Gap","BIT MANIPULATION","EASY",296528,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-number-with-alternating-bits/","Binary Number with Alternating Bits","BIT MANIPULATION","EASY",442682,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-prefix-divisible-by-5/","Binary Prefix Divisible By 5","BIT MANIPULATION","EASY",348612,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/","Binary String With Substrings Representing 1 To N","BIT MANIPULATION","MEDIUM",87255,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/binary-watch/","Binary Watch","BIT MANIPULATION","EASY",442272,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/bitwise-and-of-numbers-range/","Bitwise AND of Numbers Range","BIT MANIPULATION","MEDIUM",1075971,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/bitwise-or-of-adjacent-elements/","Bitwise OR of Adjacent Elements","BIT MANIPULATION","EASY",7248,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/bitwise-or-of-all-subsequence-sums/","Bitwise OR of All Subsequence Sums","BIT MANIPULATION","MEDIUM",7059,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/bitwise-or-of-even-numbers-in-an-array/","Bitwise OR of Even Numbers in an Array","BIT MANIPULATION","EASY",89598,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/bitwise-ors-of-subarrays/","Bitwise ORs of Subarrays","BIT MANIPULATION","MEDIUM",238650,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
"https://leetcode.com/problems/bitwise-xor-of-all-pairings/","Bitwise XOR of All Pairings","BIT MANIPULATION","MEDIUM",230870,,"CLEAR",,false,2026-07-21T18:50:04.000Z,2026-07-21T18:50:04.000Z
